Time,MTìfèoà≥óÕ,LTìfèoà≥óÕ,MTìfèoâ∑ìx,â∑êÖéÊèoâ∑ìx,â∑êÖó¨ó 
2023-10-20 14:18:00,   6.45,   2.34, 103.4,  88.9,  -2.4
2023-10-20 14:19:00,   6.37,   2.41, 103.6,  88.2,  -2.1
2023-10-20 14:20:00,   6.37,   2.43, 102.8,  87.9,  -2.1
2023-10-20 14:21:00,   6.37,   2.43, 101.6,  88.0,  -2.4
2023-10-20 14:22:00,   6.37,   2.43, 100.9,  88.3,  -2.0
2023-10-20 14:23:00,   6.37,   2.40, 100.4,  89.3,  -2.4
2023-10-20 14:24:00,   6.37,   2.35, 100.1,  89.3,  -2.4
2023-10-20 14:25:00,   6.37,   2.31, 100.1,  88.9,  -2.4
2023-10-20 14:26:00,   6.37,   2.28, 100.5,  89.7,  -2.4
2023-10-20 14:27:00,   6.35,   2.22, 100.8,  90.4,  -2.4
2023-10-20 14:28:00,   6.37,   2.10, 101.2,  90.7,  -2.4
2023-10-20 14:29:00,   6.41,   1.98, 101.9,  90.8,  -2.1
2023-10-20 14:30:00,   6.07,   1.99, 102.5,  91.5,  -2.4
2023-10-20 14:31:00,   6.05,   2.00, 101.1,  91.7,  -2.4
2023-10-20 14:32:00,   6.22,   2.16,  98.6,  91.2,  -0.2
2023-10-20 14:33:00,   6.07,   1.80,  97.3,  91.1,  -2.4
2023-10-20 14:34:00,   6.00,   1.84,  95.9,  91.0,  -2.4
2023-10-20 14:35:00,   5.98,   1.85,  93.8,  91.1,  -2.4
2023-10-20 14:36:00,   6.33,   2.61,  91.9,  91.0,  -2.4
2023-10-20 14:37:00,   6.30,   2.52,  92.0,  90.5,  -2.4
2023-10-20 14:38:00,   6.39,   2.02,  95.4,  89.6,  -2.4
2023-10-20 14:39:00,   6.33,   2.02, 100.1,  88.7,  -2.1
2023-10-20 14:40:00,   6.31,   1.99, 104.6,  88.7,  -1.1
2023-10-20 14:41:00,   6.20,   2.20, 107.3,  94.6,  -0.3
2023-10-20 14:42:00,   6.35,   2.24, 107.3,  97.1,  -1.6
2023-10-20 14:43:00,   6.35,   2.25, 106.3,  96.9,  -1.2
2023-10-20 14:44:00,   6.35,   2.22, 105.6,  96.3,  -1.3
2023-10-20 14:45:00,   6.35,   2.16, 105.2,  95.2,  -1.4
2023-10-20 14:46:00,   6.33,   2.03, 105.1,  94.3,  -0.9
2023-10-20 14:47:00,   5.98,   2.00, 105.2,  91.2,  -1.1
2023-10-20 14:48:00,   5.90,   2.01, 104.1,  85.8,  -0.7
2023-10-20 14:49:00,   6.13,   2.22, 101.8,  69.9,  -1.5
2023-10-20 14:50:00,   6.13,   1.77, 100.1,  57.7,  -1.6
2023-10-20 14:51:00,   5.88,   1.80,  99.3,  58.6,  -1.7
2023-10-20 14:52:00,   5.86,   1.81,  97.2,  49.2,  -0.5
2023-10-20 14:53:00,   6.07,   1.59,  94.9,  39.5,  -2.4
2023-10-20 14:54:00,   6.09,   1.98,  92.7,  34.4,  -2.4
2023-10-20 14:55:00,   6.24,   2.37,  93.8,  33.3,   0.0
2023-10-20 14:56:00,   6.26,   2.45,  97.9,  49.0,  -1.6
2023-10-20 14:57:00,   6.33,   2.37,  98.5,  65.9,  -2.0
2023-10-20 14:58:00,   6.31,   2.38,  98.9,  77.5,  -2.1
2023-10-20 14:59:00,   6.31,   2.38,  99.2,  81.9,  -1.8
2023-10-20 15:00:00,   6.20,   2.31,  99.5,  88.9,  -1.8
2023-10-20 15:01:00,   6.15,   2.22,  99.6,  90.9,  -1.6
2023-10-20 15:02:00,   6.22,   2.10,  99.7,  91.5,  -0.4
2023-10-20 15:03:00,   6.28,   2.01, 100.8,  87.1,  -0.3
2023-10-20 15:04:00,   6.01,   2.00, 101.9,  78.2,  -0.5
2023-10-20 15:05:00,   5.85,   2.22, 101.7,  70.4,  -0.5
2023-10-20 15:06:00,   6.03,   2.16,  99.5,  48.1,  -0.6
2023-10-20 15:07:00,   6.18,   2.09,  97.2,  38.3,  -1.0
2023-10-20 15:08:00,   5.90,   1.85,  96.5,  44.0,  -1.3
2023-10-20 15:09:00,   5.81,   1.86,  94.3,  38.0,  -1.5
2023-10-20 15:10:00,   5.81,   1.86,  92.2,  31.8,  -2.3
2023-10-20 15:11:00,   5.81,   1.86,  89.9,  28.6,  -1.5
2023-10-20 15:12:00,   6.16,   2.34,  88.8,  27.2,  -1.1
2023-10-20 15:13:00,   6.22,   2.36,  93.2,  41.8,  -1.4
2023-10-20 15:14:00,   6.24,   2.45,  96.8,  54.7,  -0.4
2023-10-20 15:15:00,   6.30,   2.34,  96.9,  68.3,  -2.3
2023-10-20 15:16:00,   6.30,   2.35,  97.3,  77.0,  -2.3
